assay_chembl_id,canonical_smiles,molecule_chembl_id,standard_type,standard_units,standard_value,type,units,value,pKi,activity_class,dataset_version,target_chembl_id,target_name,acquisition_date,rdkit_molecular_weight,rdkit_logp,rdkit_hbd,rdkit_hba,rdkit_tpsa,rdkit_rotatable_bonds,rdkit_num_rings,rdkit_num_aromatic_rings,rdkit_num_saturated_rings,rdkit_num_aliphatic_rings,rdkit_num_atoms,rdkit_num_heavy_atoms,rdkit_num_heteroatoms,rdkit_bertz_ct,rdkit_balaban_j,rdkit_kappa1,rdkit_kappa2,rdkit_kappa3,rdkit_max_partial_charge,rdkit_min_partial_charge,rdkit_slogp,rdkit_smr,rdkit_num_pharmacophore_features,mordred_WPath,mordred_ECIndex,mordred_Radius,mordred_Diameter,mordred_ATS8i,mordred_ATS8v,mordred_ATS7i,mordred_ATS7v,mordred_ATS6i,mordred_ATS6v,mordred_ATS5i,mordred_ATS5v,mordred_ATS4i,mordred_ATS4v,mordred_ATS3v,mordred_ATS3i,mordred_ATS2v,mordred_ATS2i,mordred_ATS1v,mordred_ATS8m,mordred_ATS7m,mordred_ATS0v,mordred_ATS6m,mordred_ATS5m,mordred_ATS4m,mordred_ATS0i,mordred_ATS3m,mordred_ATS1i,mordred_ATS2m,mordred_ATS0m,mordred_ATS1m,mordred_ATSC0m,mordred_ATS8Z,mordred_ATS7Z,mordred_ATS6Z,mordred_ATS5Z,mordred_ATSC0v,mordred_ATS4Z,mordred_ATS3Z,mordred_ATS2Z,mordred_ATS8se,mordred_ATS7se,mordred_ATSC7m,mordred_ATS6se,mordred_ATSC5m,mordred_ATSC6m,mordred_ATS0Z,mordred_ATSC7v,mordred_ATSC5v,mordred_ATSC8v,geom_phi_resonance,geom_pi_resonance,geom_sqrt2_resonance,geom_e_resonance,geom_geometric_complexity,geom_molecular_symmetry,geom_lipophilic_balance,geom_polar_surface_ratio,geom_harmonic_mean,geom_geometric_mean,geom_phi_pi_interaction,geom_sqrt2_e_interaction,feature_version,feature_date
CHEMBL671375,Cc1c(-c2ccccc2)nc(O)n1C1CCN(CC2CCCCC2)CC1,CHEMBL316125,Ki,nM,83.0,Ki,nM,83.0,7.080921907623926,High,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,1829,656,8,15,20248.864527751855,15793.024418933308,24923.65623102769,18607.986689099667,27494.032482363804,22012.891105773775,27245.590066715704,24319.5840746895,28967.2871058504,25450.618215785853,25868.783931329795,25879.36325677477,22543.689287818765,17533.17158835304,14865.262707859883,3847.2996199999993,4425.218807,11227.301212473498,5526.350827999997,6619.022814999998,6925.554021,9341.09452096422,7225.670292,8777.357768138156,6951.648004000002,4049.864794,4802.690657000003,1857.4205817192976,1177.0,1359.0,1691.0,1960.0,2944.9960977566725,2038.0,2086.0,1927.0,889.434504,1082.5197879999998,275.00150567343826,1223.721368,-359.4364981425054,-410.14706303724205,1034.0,336.81333906696284,-398.755806555018,-10.137992539191174,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL3599873,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3n2)CC1,CHEMBL127317,Ki,nM,66.8,Ki,nM,66.8,7.175223537524454,High,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,3522,1025,10,19,19452.004509809918,16371.642957700913,23571.645906641308,18078.55614396179,25171.36574618571,21208.21273169443,27029.051529973607,24092.029278853883,25456.952244980566,25782.214998829768,26763.504830292553,24097.179926745313,23619.748709853015,17728.243868432593,16426.4753039296,4476.591888,4875.2135450000005,12926.4731234766,5712.744685,6641.8534310000005,7436.8565039999985,9933.251285822473,8390.946103,9397.489739515408,7764.564396999996,4933.805143000002,5653.6438860000035,2062.0581154426222,1319.0,1463.0,1715.0,1964.0,3116.6892049746834,2152.0,2346.0,2125.0,863.9327440000002,1036.906476,250.7350267473794,1138.8995080000002,-382.4165771972589,-346.0994858715401,1254.0,401.13450530651954,-220.70270486655227,628.2341592648628,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL2214282,COc1ccccc1N1CCN(Cc2cc(CN3CCOCC3)c3cccccc2-3)CC1,CHEMBL2207639,Ki,nM,92.0,Ki,nM,92.0,7.036212172654444,High,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,3185,886,8,16,29550.186565445594,24639.37413771806,30195.2483493193,27630.14130628872,30571.72241062466,30144.15315901517,30865.190226234456,30821.704330723867,30029.61426309301,31312.856847813593,31423.315514574577,25841.154796746276,26203.220926061458,19675.13844731509,17627.208518953477,6426.968029999999,7278.9923389999985,13623.443987046363,8017.216867,8408.288639,8516.529087,10530.352891265218,9244.396964999998,10055.612514325701,8336.567152999998,5029.185528000001,6000.407335999998,2163.6271218461534,1919.0,2149.0,2364.0,2435.0,3383.3343695782355,2467.0,2601.0,2293.0,1313.141416,1365.377948,-78.7617512011832,1410.287604,-110.5188218047337,-784.8378246686392,1280.0,-652.4537875463767,44.67749315486327,191.7108396163829,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL863653,CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1cccc(Cl)c1,CHEMBL212784,Ki,nM,98.7,Ki,nM,98.7,7.005682847330363,High,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,1730,591,7,14,15257.195238924302,14748.352441065428,17902.490226394802,16117.324331645548,19838.539226562898,17914.00345988901,20792.99067446156,19279.8862465997,19147.605806157622,19822.980473864376,20489.315046487638,18124.293436819815,18281.27210886201,13827.16892618309,12874.97247582721,4416.372942,5137.7191299999995,10455.365683412841,5813.568845,6210.211308,6308.972796999999,7860.769727127128,6802.9599769999995,7393.947707825701,6539.781924999999,5061.842468,4798.619463999999,2378.7658659166664,1296.0,1482.0,1666.0,1767.0,2478.1033498836964,1794.0,1900.0,1767.0,709.8310999999999,815.287332,-201.8066678125,903.3337399999999,258.593162262153,77.2371860850696,1256.0,78.05301119637946,16.024354080361007,-852.8329262087769,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL671361,CCN(C)CCc1c(-c2cccc(C(F)(F)F)c2)[nH]c2ccccc12,CHEMBL90911,Ki,nM,17.0,Ki,nM,17.0,7.769551078621726,High,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,1463,449,6,11,18920.90561596978,17024.72351630928,18984.745069036733,20371.784856687853,17851.968456614282,20570.59904093362,20113.677816815623,20477.226626493,19840.075556824482,21350.47330003381,21155.180521996353,16432.63951073203,18929.509917714,13392.917980586433,12855.05200892408,5295.730194070401,6611.785751793601,10140.857031525942,6800.2026936496,6563.1728582880005,6692.444953564796,7752.29981944923,6918.472910011201,7076.0343460442955,7131.030683954908,4381.829834449312,4523.038962505603,1773.329251434825,1521.0,1841.0,1859.0,1807.0,2320.356171742208,1870.0,1875.0,1861.0,871.9605119999999,896.4693799999998,-459.3640630628723,844.3734039999997,757.6564433503718,149.92522391181078,1082.0,-980.6491828446037,814.4784270974588,-1180.8866512022112,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL5735619,Clc1ccc(C(NCC2CCN(CCOc3ccccc3)CC2)c2ccccn2)cc1,CHEMBL6048169,Ki,nM,55.0,Ki,nM,55.0,7.259637310505756,High,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,3278,950,9,18,26437.443352960636,24980.26643147496,25484.443430613806,26975.167196486746,25335.632608825803,26452.59628840395,27581.314363948455,25231.33519183319,26992.835739872546,25298.708560912728,27034.936871565416,25023.88493562545,24414.886844414097,17326.155219463042,16893.261271564905,7056.478924,8011.261090999999,13394.256033452979,7814.232731,7245.633056000001,7210.222369999999,9831.513721116871,8316.695677000002,9279.573904769408,8056.049581999998,5882.607714000002,5815.347979000004,2766.337025213115,2073.0,2281.0,2218.0,2082.0,3259.2049538795413,2106.0,2359.0,2199.0,1207.389626,1181.4133660000002,-172.6086815460896,1169.571696,601.074521052405,125.15444269040573,1466.0,-631.3853895771877,1195.9564735979138,-961.1465745674556,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL898619,O=c1c2ccccc2ncn1CCCCN1CCN(c2ccccc2)CC1,CHEMBL238717,Ki,nM,46.0,Ki,nM,46.0,7.337242168318426,High,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,2300,797,9,17,14714.643740426276,14200.332740867892,18207.60970557401,14637.805787496201,20651.710759201414,16837.769195178706,23352.26839281396,19717.79923679885,23451.888150988372,22234.320236626467,24015.306445480575,21983.861034355825,21144.243072310266,15724.378193572391,14440.299951649846,4000.7264219999997,3966.4094329999994,11315.196663540533,4277.323905999999,5129.448055,6239.307425,8627.746323652975,7291.102241,8217.0695671004,6879.808663999998,4240.980523000002,4954.321302000001,1761.9319281132073,1154.0,1177.0,1299.0,1539.0,2723.306849119125,1829.0,2053.0,1885.0,668.1251279999999,800.3562040000002,222.3678536728372,918.4808480000002,-166.4107263410467,-157.8915009861161,1078.0,495.54751156864654,-30.98763247130473,4.479480534313441,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL4685403,O=S(=O)(N[C@H]1CCN(CCCc2noc3ccccc23)C1)c1cc2ccccc2s1,CHEMBL4764468,Ki,nM,16.22,pKi,,7.79,7.789949150124863,High,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,2931,904,9,17,16048.052751955707,18256.89825186478,17749.8048936938,18548.179452017375,18739.182878706317,19716.795381866013,19609.59914153156,20644.316709514816,22202.37110984563,23321.815666302853,25497.754644028555,21264.314078923195,24606.145396120846,15413.86542476972,16250.249152702032,5856.3035390000005,6026.638864,12604.96728448806,7066.890962,7763.668632999999,8830.484709000002,8447.315490775427,10327.355619,8181.289869561099,10492.623359000001,6609.359484000001,7197.612180000001,2930.514840679245,1678.0,1726.0,2012.0,2192.0,2803.03012837407,2477.0,2825.0,2771.0,778.21,839.21618,-686.3204525795662,901.6887899999999,-760.6799004880742,-962.5391528579568,1666.0,-70.99870933394885,-394.6385979787941,-831.0767791148094,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL4052936,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cnc2ccccc2c1,CHEMBL4093656,Ki,nM,10.0,Ki,nM,10.0,8.0,High,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,3518,1025,10,19,16470.440705228004,15882.232949506473,19052.192800872628,16942.7092078679,21756.122453653188,19963.58370493926,24105.052235645802,22876.913062719075,24328.739150789188,25144.291354482815,27381.94997235655,23188.69901716666,23944.727156626457,16469.94420283499,16286.061650014517,4960.3158539999995,5425.588827000001,13170.17238386537,6566.749347999999,7475.032362,8619.322236000002,9217.653891466774,10881.61848,8770.351700011804,8841.526766000003,7042.913765,6072.467456000002,3372.4954281403507,1417.0,1576.0,1909.0,2136.0,3013.6564490910228,2418.0,2911.0,2357.0,751.73866,867.666184,-382.8123907042168,1002.1560900000001,-239.9527518381041,-943.7395571520469,1728.0,-64.41972415640961,51.237105472938175,149.9083423092405,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL5163611,O=c1n(CCCCCCN2CCN(c3cccc4ccccc34)CC2)nc2ccccn12,CHEMBL5185787,Ki,nM,32.0,Ki,nM,32.0,7.494850021680094,High,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,3823,1097,10,19,21406.41818689616,17581.657159172224,25263.496983618057,20085.625606525384,27011.145778380655,23173.053822103346,28346.637146739664,25595.383442102644,28031.73170371982,27646.968074964552,29007.21910640026,26725.48359267616,25632.205422577594,18961.689986096502,17272.37519485347,4549.690275999998,5009.775078,13407.99716591419,5751.286362000001,6689.961883999999,7709.3960940000015,10270.75207094422,8817.719694000003,9864.758119064909,8455.064593000006,5019.313376000003,5956.347352000004,2090.286921650794,1364.0,1525.0,1749.0,1990.0,3233.9154750075236,2243.0,2475.0,2309.0,946.3700720000002,1111.2116800000001,-11.95958670748329,1209.5811039999999,-405.97027928949353,-522.4752695243137,1276.0,6.585328643735971,-264.6601739417351,98.9635572545159,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL671418,Cc1cccc2c1C(=O)N(CCCCCN1CC=C(c3c[nH]c4ccc(F)cc34)CC1)C2=O,CHEMBL335259,Ki,nM,25.0,Ki,nM,25.0,7.602059991327962,High,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,3976,1074,9,18,20680.44787089821,17621.15659678806,22335.632760158314,19703.015373386184,24371.44332643292,22091.826492228796,27438.10832574791,25352.14280664977,27208.44359247492,29091.38528662566,30317.85187991656,24435.575824790172,26767.792094990436,17936.27768030105,17643.66313816711,5032.870524324799,5421.402378947199,13645.069270573864,6007.565675521598,7360.791746292802,8930.783422095998,9909.318590983974,9642.000259521603,9440.742398504608,8956.042976670402,5385.044532149773,6050.299992835202,2130.8729136906595,1479.0,1598.0,1785.0,2144.0,3119.747368383441,2528.0,2650.0,2400.0,931.032052,1014.1599600000001,-135.18887495791913,1117.8547239999998,-438.6035864183916,-714.2012463895272,1356.0,-423.05940871703353,-495.0555483164667,176.27929719147275,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL2168000,CCC(=O)NCCCCN1CCN(c2ccccc2OC)CC1,CHEMBL2165679,Ki,nM,84.0,Ki,nM,84.0,7.075720713938118,High,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,1502,559,8,15,16043.375635622459,11335.848910011906,20530.854392889698,13172.517938661504,22476.314888694455,16385.667966832207,23792.85242965045,18811.570564850364,21713.892406314124,19625.004544847645,19633.107631527466,20858.156700349216,17227.673161953295,15652.930516055085,12281.582711300336,3060.7267519999996,3287.358931999999,9687.456893578677,3951.1052629999995,4731.905792,5239.549211,8649.533078358221,5780.140642999999,7902.6956906225,5448.235573999998,3726.744183,4150.947676000001,1764.2891137499996,915.0,1021.0,1240.0,1450.0,2570.7999804411115,1571.0,1671.0,1535.0,689.8699279999998,874.8454879999999,395.4439600625001,990.4420760000002,-360.0191192499999,-299.29269024999985,952.0,352.60852307289474,-294.53946085321655,868.8907297791627,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL1030600,O=C(OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1)c1ccc(OCCCN2CCCCC2)cc1,CHEMBL455288,Ki,nM,47.0,Ki,nM,47.0,7.327902142064283,High,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,12225,2355,14,28,34818.63329716157,37356.56696765327,37954.82292396476,36773.692506746156,40027.17046732569,38215.58637379665,42950.46139937851,39921.99411770848,43171.68240451732,42390.360319146515,43537.6551085923,39339.91864882581,37846.60484407238,28631.18575411875,25484.899744719885,12397.614573347202,12258.262555070402,19819.232141709956,13536.112269787198,12507.026641649594,13336.513488564806,15431.991311788808,14910.609385011203,14373.627748431509,14294.286153954912,9046.845128449306,9451.398362505604,4033.0783364223603,3470.0,3430.0,3752.0,3560.0,4765.842746951689,3813.0,4125.0,3826.0,1663.9004279999997,1757.5871180000004,346.6014387533892,1853.0088620000004,606.8420720181246,1550.9350080471593,2264.0,587.0116833185493,531.6330709872776,-686.4654034139361,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL3706129,O=C(CC1COC1)N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1,CHEMBL3676921,Ki,nM,34.19,Ki,nM,34.19,7.466100899203405,High,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,3471,1080,10,20,29065.72300671988,20312.009914688217,28594.4714502835,23617.208311064045,28389.241951097298,24751.45387274364,32336.865264380693,26178.483194837463,34508.76222025574,29065.83935415363,30315.655923344475,30831.341188768507,26834.80589233734,20770.78263328569,17809.369707641396,4828.736919999999,5673.069205000001,13266.2549223325,6247.163633,6994.190367999999,7679.1511519999995,10932.522714240466,8115.084503999999,10311.797475832802,8066.857330000001,4947.741551000002,5846.480491,2257.1083834626866,1506.0,1738.0,1883.0,2097.0,3446.969423021121,2290.0,2382.0,2258.0,1264.6001279999998,1274.577204,-261.7174999387391,1282.930636,-48.02997621920251,-432.7075110443306,1262.0,-854.6346213198807,255.35857429345862,360.8269771700367,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL3591124,Clc1cccc(N2CCN(CCCCc3cn(-c4ccc5ccccc5c4)nn3)CC2)c1Cl,CHEMBL3588917,Ki,nM,80.8,Ki,nM,80.8,7.092588639225414,High,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,4143,1164,10,20,17055.138700542262,17865.110050548727,19890.359701118632,19065.287002042045,22449.162708626147,21733.649793489876,26229.538560121946,24961.757590759757,25912.86818795964,27634.010837153237,29519.103971135337,24361.61079195176,26174.449859155597,17418.480813723992,17562.007876338386,5585.935689999998,6098.89694,14075.21332805229,7122.1802119999975,8091.890638000001,9174.259832000003,9681.949032678524,11268.327659000002,9364.817204276307,9579.157667000003,7272.686119000002,6547.344971000003,3425.690936183333,1584.0,1739.0,2052.0,2308.0,3180.905241543606,2572.0,3025.0,2546.0,787.994884,902.1336440000001,-90.3304437697226,1030.6646099999998,-212.76451467222273,-1047.9086740686107,1786.0,255.19424807170063,262.3388520760359,-284.71717090749365,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL671730,COc1ccccc1N1CCN(CCCCNC(=O)/C=C/c2ccc(Cl)cc2)CC1.O=C(O)C(=O)O,CHEMBL126725,Ki,nM,22.6,Ki,nM,22.6,7.645891560852599,High,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,18000003419,7400000000,100000000,100000000,18962.160426928356,15961.970485427302,22902.024849571993,17517.78030045417,24578.325000793047,20586.943460971863,26400.4182620267,22882.048161268132,25377.751673792645,24424.095997593144,26454.49223246043,24682.4179657422,24285.8379925178,18402.58164020139,17621.395719079017,5133.297266,4971.782608999999,14538.377407136626,5815.345621,6519.13999,6958.7710640000005,11128.605454177869,9037.524602999998,10199.9343581967,8959.469881,7164.479847000001,6543.867622,3218.43202275,1457.0,1478.0,1733.0,1909.0,3382.3304736487894,2048.0,2529.0,2421.0,843.160192,1008.351826,586.8666850625006,1113.85961,350.4136373125005,-132.7421251249996,1788.0,529.4582312699747,205.2239786678294,909.1886298039009,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL671730,COc1ccccc1N1CCN(Cc2ccccc2CNC(=O)/C=C/c2ccccc2)CC1,CHEMBL127234,Ki,nM,18.0,Ki,nM,18.0,7.744727494896693,High,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,3896,1044,10,19,23575.367809416097,20472.71035159596,27737.81767490465,23305.036502176834,26964.607485804467,26697.61086211913,28723.976550682954,27788.154792895424,26499.27410118257,27926.08893017647,28439.14214711556,23586.64084258578,25044.114339699954,17770.78649142989,17593.258765033326,5648.233891999999,6312.072928999999,13984.793399933831,7519.503304,7992.001799999999,7906.293674999999,10287.31194330672,8462.158723999997,9730.4730591283,7979.378862999999,5171.417521,5906.331303999999,2124.722511234375,1630.0,1875.0,2193.0,2298.0,3342.899208641287,2284.0,2380.0,2183.0,1041.352936,1243.33274,82.24992588110379,1256.9354079999998,127.1430027893067,-573.5454116188962,1314.0,61.84731090820516,414.02424304265514,1941.7963140397953,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL5046640,C[C@H]1C[C@H](NS(=O)(=O)c2csc3ccccc23)CN1CCCc1noc2cc(F)ccc12,CHEMBL5087742,Ki,nM,53.7,pKi,,7.27,7.270025714300444,High,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,3386,993,9,18,18751.703355226527,21573.182140150373,21431.86742536221,22098.61251369873,21506.70344443013,22165.537869617106,24282.89511123372,23243.659012758224,25028.924547576033,26922.14593281089,27981.418849833095,22922.975796562318,25915.686798180526,16419.091209279253,17062.329493393714,7213.4984326864005,7509.7429016864,13236.611936350466,7693.205113835199,8432.818758457599,11054.524364057603,9062.581458729677,11369.342383521604,8657.392728204004,10638.963810670402,7115.578993149769,7582.173209835202,3110.5906814197533,2042.0,2145.0,2177.0,2390.0,2916.1929179291756,3060.0,3089.0,2808.0,909.3908259999998,1017.6096540000001,-950.2745889719831,1017.652322,-263.225144936475,-328.84744156067626,1784.0,-25.99916177818832,123.42341427950251,-902.0952738452231,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL911524,COc1cccc(OC)c1C(=O)NN1c2ccc(Cl)cc2N=C(N2CCN(C)CC2)c2cc(Cl)ccc21,CHEMBL212807,Ki,nM,97.0,Ki,nM,97.0,7.013228265733755,High,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,3893,851,7,14,31321.98357877205,38693.26180090177,32065.66391243371,40464.51307652355,30482.849741274687,40212.26192314844,30282.099291407772,38009.85773972906,27591.93793652651,35444.312971292566,33939.84761438657,23489.1662117851,27560.763404237565,18456.95052592204,18599.557730791385,16033.433788999999,15600.230886999998,15147.902560694689,15746.975196,14672.522931999998,14046.518459999998,10365.097246176025,13259.113694,10038.5403065147,10998.825723,8184.854243,7361.928746999998,3621.0917738593753,4330.0,4213.0,4227.0,3926.0,3234.1338212771057,3757.0,3533.0,2884.0,1545.74739,1563.4484,-409.6370843842773,1520.157622,903.4759654777832,-310.7650398728024,2014.0,148.57831865618147,691.8961846115477,-577.9620083576767,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL3705539,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](NCCC[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)CCCCNC(=O)[C@H](Cc2ccc(F)cc2)NC1=O,CHEMBL3647673,Ki,nM,10.8,Ki,nM,10.8,7.966576244513051,High,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,66807,5133,17,29,142028.8883077672,143561.0145109166,131943.26752175402,131337.32649821715,120324.5878474102,119883.74123908658,111304.46534631525,110154.99025506526,105210.32900611918,104013.55432961612,97420.14193676256,91300.94676205309,81631.05593149216,59637.63034569385,54629.01536560605,47772.932551680016,43006.17093988321,42191.364293879975,39891.8007246864,37048.41751583524,32785.3094726864,33919.099166491644,31078.78504152159,31996.268645818946,27216.6967346704,17159.012019149766,18797.128112835184,7242.852565356249,13426.0,12166.0,11238.0,10394.0,10133.092734202964,9329.0,8742.0,7424.0,6703.110879999998,6214.508364,-877.4405306327609,5647.065380000002,1347.169730592875,-73.85986958296817,4350.0,214.6420614367041,141.68685436221566,-565.976157113857,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL1291990,COc1ccccc1N1CCN(CCCCNC(=O)/C=C/c2ccccc2)CC1,CHEMBL1180430,Ki,nM,13.54,Ki,nM,13.54,7.868381335650874,High,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,3062,932,10,19,18979.919169126315,15450.539963950096,22917.706067820058,17076.443639339566,24594.006219041108,20145.60679985727,26222.603753626347,22503.70512534841,24661.273859880257,23560.62744435086,24312.75530838182,23295.361610210213,21718.146614567177,17126.266946758387,15475.674256286682,4099.830613999999,4523.382211,12290.725792936517,5366.945223,6104.441063999999,6411.145161999999,9780.134518946721,7060.383642999998,9096.501278678306,6827.298022999997,4594.3610370000015,5185.010699000002,2013.25023765,1217.0,1366.0,1621.0,1812.0,3090.9406156266587,1888.0,2021.0,1897.0,837.113408,1003.6383719999999,248.30049708249976,1109.146156,-128.87353395000005,-344.30787092500015,1170.0,348.3748490105262,-74.48327752810088,714.9534020619935,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL5738472,CCC(F)(F)c1conc1C1CCN(CC[C@H]2CC[C@H](NC(=O)c3cccc4nn(C)cc34)CC2)CC1,CHEMBL5918398,Ki,nM,33.0,Ki,nM,33.0,7.481486060122112,High,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,5505,1348,11,21,33243.776989487276,25242.297458547433,33853.40684502464,28393.124767452737,33235.19395247831,30005.0520484608,35952.2554188594,31501.24485957584,37724.64089650271,34345.26220175536,34755.01109038559,33509.47632916036,30384.77058906481,23175.998332188785,19743.901995369073,6516.788924670397,7522.7240186496,15012.01222432708,8493.402061745599,9745.538454192001,11118.484615913601,12426.405900752216,10935.5225797136,11587.855772305706,10550.13184549057,6291.784651299541,6975.985724670401,2726.653744854233,1970.0,2264.0,2515.0,2806.0,3660.1249695291444,3163.0,3068.0,2843.0,1456.5961720000005,1520.2019839999996,-803.5754315630173,1533.3748199999995,60.1679877783806,-1427.1528563016204,1580.0,-791.0096923042973,182.37713377202843,169.71242695465574,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL4334858,Clc1cccc(N2CCN(CCCCN3CCc4ncsc4CC3)CC2)c1Cl,CHEMBL4439577,Ki,nM,18.2,pKi,,7.74,7.739928612014925,High,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,2568,835,9,17,16013.912691175416,15400.899642319482,19583.860427010477,15921.655201718804,22711.28502101494,18786.136795025806,28332.665521186835,22307.964199666552,27191.291344255602,26097.880043973197,27361.63830570715,24453.651102340424,23175.149320314857,17386.582643485723,15449.477196673071,4869.306159,5083.859567,12342.17562728153,5943.980441999999,6799.882567000001,8530.772857,9128.984648642872,10740.895174000001,8641.735071315203,9003.903791,7384.0291290000005,6119.568467000002,3935.6335888392855,1406.0,1490.0,1765.0,2008.0,3085.042306853287,2469.0,2913.0,2419.0,728.1549379999999,864.5989060000002,-14.809369414221997,1015.9800760000002,406.4309842407524,-659.9445796396686,1814.0,442.72834269387766,652.7031853249158,-60.22858078021966,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
